NetSTN,GREEN,LANDFILL,RECYCLE,REFUSE,AR,Commercial,Contained,Non-Profit,Other,Other Dept,Reciprocal,Residential,Special Ops,Uncontained,DateOut
12.97,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
6.76,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
5.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
9.03,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
4.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
8.91,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
6.52,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
0.25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
10.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
4.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
5.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
12.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.79,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
10.11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
6.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
9.69,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
11.35,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.82,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.68,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
3.8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.56,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
10.28,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.18,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
9.19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
8.75,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
10.49,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.28,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
6.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
7.71,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
6.09,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
3.39,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
4.79,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
9.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
6.76,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
3.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
7.99,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3967 
11.02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
7.65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3967 
3.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
10.46,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
1.97,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
2.66,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
2.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
3.63,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
10.37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
1.44,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
8.63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
7.85,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
8.65,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
6.88,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3967 
8.48,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
5.72,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3967 
9.61,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.26,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3967 
4.86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
5.64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
0.67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
0.47,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
8.23,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
7.34,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.24,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3967 
11.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
3.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
7.86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.19,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
0.32,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3967 
5.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
7.49,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
11.79,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
11.37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
8.05,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
2.18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
3.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
0.96,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
9.06,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
11.79,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.06,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
11.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
1.59,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
9.04,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
6.64,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
3.97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
5.71,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3967 
7.37,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
9.73,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
6.46,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
7.83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
6.26,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3967 
3.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
9.57,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3967 
9.31,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3967 
1.41,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3967 
