NetSTN,GREEN,LANDFILL,RECYCLE,REFUSE,AR,Commercial,Contained,Non-Profit,Other,Other Dept,Reciprocal,Residential,Special Ops,Uncontained,DateOut
0.93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.21,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4423 
1.12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.81,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.51,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4423 
1.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.26,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4423 
1.78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
2.18,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
0.63,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.47,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.37,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4423 
2.08,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.41,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.44,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.65,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4423 
1.31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
2.61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
3.22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.03,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4423 
0.16,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4423 
1.32,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.16,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
0.86,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4423 
0.8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
6.78,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4423 
1.36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.51,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.23,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.53,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4423 
1.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4423 
