Row ID,Site,Year,Month,Month Date,Usage Charges,kW,Solar Production,Total Building Energy Use kWh,Time of Use Plan Flag,On Peak kWh,Shoulder Peak kWh,Off Peak kWh,Total Net Billable,Solar Savings,SRP charges Without Solar,Owner
690,RM Multigen,2020,May,05/01/2020,4423.48,125.2,54568,55917,false,,,,,1013.5324666,5437.0124666,Tesla
691,RM PD,2020,May,05/01/2020,2612.22,67.7,29248,32328,false,,,,,468.892957099999,3081.1129571,Tesla
692,Solfocus,2020,May,05/01/2020,-246.76,88.7,4807,2826,false,,,,,1020.2571028,773.4971028,City
693,Solid Waste HHM,2020,May,05/01/2020,614.65,21.5,3203,4990,false,,,,,6.3987095,621.0487095,City
694,EMSC and RM Library,2020,June,06/01/2020,19817.71,383.2,55257,213187,true,28191,37645,92094,157930,-698.122899399998,19119.5871006,Tesla
695,Fire Stn 212 PD,2020,June,06/01/2020,3362.86,81.2,35696,39090,false,,,,,345.421618599999,3708.2816186,Tesla
696,Fire Stn 219,2020,June,06/01/2020,1585.43,44.5,93,14256,false,,,,,4.14822329999993,1589.5782233,City
697,Fire Stn 220,2020,June,06/01/2020,1872.1,42.1,2902,22010,false,,,,,171.2730963,2043.3730963,City
698,PD Fiesta Substn,2020,June,06/01/2020,3148.13,99.9,48007,47384,false,,,,,1363.9941317,4512.1241317,Tesla
699,RM Multigen,2020,June,06/01/2020,6480.29,161.2,51873,73462,false,,,,,599.704834599999,7079.9948346,Tesla
700,RM PD,2020,June,06/01/2020,2921.16,732.2,29787,35198,false,,,,,4529.6684854,7450.8284854,Tesla
701,Solfocus,2020,June,06/01/2020,533.56,235,4999,3577,false,,,,,1093.22318785,1626.78318785,City
702,Solid Waste HHM,2020,June,06/01/2020,755.36,20.8,3061,6649,false,,,,,-1.04090780000001,754.3190922,City
703,EMSC and RM Library,2020,July,07/01/2020,25669.89,478.6,52119,246173,true,35807,47625,110622,194054,1129.68915515,26799.57915515,Tesla
704,Fire Stn 212 PD,2020,July,07/01/2020,4188.56,90.9,35478,43189,false,,,,,667.0265565,4855.5865565,Tesla
705,Fire Stn 219,2020,July,07/01/2020,2172.85,46.9,143,17435,false,,,,,-1.1742277999997,2171.6757722,City
706,Fire Stn 220,2020,July,07/01/2020,2399.49,46.5,2434,23011,false,,,,,161.4964052,2560.9864052,City
707,PD Fiesta Substn,2020,July,07/01/2020,3461.54,105.7,47673,56249,false,,,,,2609.9254269,6071.4654269,Tesla
708,RM Multigen,2020,July,07/01/2020,8617.21,169.6,43300,83112,false,,,,,601.608868699997,9218.8188687,Tesla
709,RM PD,2020,July,07/01/2020,3525.15,73.3,28475,37650,false,,,,,595.99293765,4121.14293765,Tesla
710,Solfocus,2020,July,07/01/2020,21.21,58,2994,3126,false,,,,,795.0282252,816.2382252,City
711,Solid Waste HHM,2020,July,07/01/2020,1490.48,33.2,2834,11485,false,,,,,-7.1634411499997,1483.31655885,City
712,EMSC and RM Library,2020,August,08/01/2020,25427.76,497.5,55543,247563,true,34795,45104,112121,192020,1835.94998310001,27263.7099831,Tesla
713,Fire Stn 212 PD,2020,August,08/01/2020,4782.69,96.2,31714,46588,false,,,,,417.320410200002,5200.0104102,Tesla
714,Fire Stn 219,2020,August,08/01/2020,2253.66,47.8,0,18178,false,,,,,-11.6905714999994,2241.9694285,City
715,Fire Stn 220,2020,August,08/01/2020,2546.35,46.7,2594,25174,false,,,,,172.51679615,2718.86679615,City
716,PD Fiesta Substn,2020,August,08/01/2020,5058.88,107.6,46193,60946,false,,,,,1383.743876,6442.623876,Tesla
717,RM Multigen,2020,August,08/01/2020,9452.28,200.4,22735,81829,false,,,,,270.25186925,9722.53186925,Tesla
718,RM PD,2020,August,08/01/2020,4482.36,81.1,29061,46018,false,,,,,385.325239150001,4867.68523915,Tesla
719,Solfocus,2020,August,08/01/2020,2380.4,258.3,2146,11045,false,,,,,893.6803165,3274.0803165,City
720,Solid Waste HHM,2020,August,08/01/2020,1136.24,27,2773,11043,false,,,,,195.81736385,1332.05736385,City
721,EMSC and RM Library,2020,September,09/01/2020,20446.94,485.1,52631,220429,true,28763,37441,101594,167798,756.444727300004,21203.3847273,Tesla
722,Fire Stn 212 PD,2020,September,09/01/2020,3911.48,94.3,26155,40967,false,,,,,121.9290389,4033.4090389,Tesla
723,Fire Stn 219,2020,September,09/01/2020,1801.9,44.9,0,17203,false,,,,,-4.17123130000005,1797.7287687,City
724,Fire Stn 220,2020,September,09/01/2020,1979.88,43.2,2445,23037,false,,,,,143.3988806,2123.2788806,City
725,PD Fiesta Substn,2020,September,09/01/2020,2070.1,97.9,39576,47538,false,,,,,2419.0440577,4489.1440577,Tesla
726,RM Multigen,2020,September,09/01/2020,7683.41,183.1,21439,77538,false,,,,,-3.11810669999977,7680.2918933,Tesla
727,RM PD,2020,September,09/01/2020,3531.24,78.5,23911,39053,false,,,,,131.2001095,3662.4401095,Tesla
728,Solfocus,2020,September,09/01/2020,3162.12,260.4,1990,22316,false,,,,,484.732384299999,3646.8523843,City
729,Solid Waste HHM,2020,September,09/01/2020,1144.11,28.6,2869,10742,false,,,,,-0.554613199999949,1143.5553868,City
730,EMSC and RM Library,2020,October,10/01/2020,19209.91,417.8,45477,203732,true,30932,38378,88945,158255,-103.665345599999,19106.2446544,Tesla
731,Fire Stn 212 PD,2020,October,10/01/2020,3735.87,77.7,28186,40672,false,,,,,11.6132391000006,3747.4832391,Tesla
732,Fire Stn 219,2020,October,10/01/2020,1179.32,31.1,0,10662,false,,,,,-2.71795289999977,1176.6020471,City
733,Fire Stn 220,2020,October,10/01/2020,1652.18,38,2212,18788,false,,,,,130.024793,1782.204793,City
734,PD Fiesta Substn,2020,October,10/01/2020,1085.07,105.7,0,5000,false,,,,,-2.50732549999998,1082.5626745,Tesla
735,RM Multigen,2020,October,10/01/2020,6662.67,147.5,18338,68330,false,,,,,-114.4456175,6548.2243825,Tesla
736,RM PD,2020,October,10/01/2020,3053.41,65.8,21761,34169,false,,,,,108.4147944,3161.8247944,Tesla
737,Solfocus,2020,October,10/01/2020,3550.08,260.8,899,23461,false,,,,,214.07956805,3764.15956805,City
738,Solid Waste HHM,2020,October,10/01/2020,762.24,23.9,2261,8444,false,,,,,166.3669837,928.6069837,City
739,EMSC and RM Library,2020,November,11/01/2020,12624.61,356.8,31828,151525,true,19201,20694,79802,119697,-325.069531300005,12299.5404687,Tesla
740,Fire Stn 212 PD,2020,November,11/01/2020,2361.07,64.8,18846,27290,false,,,,,-116.0358413,2245.0341587,Tesla
741,Fire Stn 219,2020,November,11/01/2020,710.88,22.3,0,7824,false,,,,,-1.6287248750001,709.251275125,City
742,Fire Stn 220,2020,November,11/01/2020,1074.23,32.7,1750,14083,false,,,,,89.0482395250001,1163.278239525,City
743,PD Fiesta Substn,2020,November,11/01/2020,1600.97,82.5,17555,20438,false,,,,,366.7784691,1967.7484691,Tesla
744,RM Multigen,2020,November,11/01/2020,4663.3,140.9,12005,54273,false,,,,,-80.0176499249992,4583.282350075,Tesla
745,RM PD,2020,November,11/01/2020,2375.6,60,17431,29216,false,,,,,-88.3226132999998,2287.2773867,Tesla
746,Solfocus,2020,November,11/01/2020,2979.8,261.4,0,21556,false,,,,,-6.87124100000074,2972.928759,City
747,Solid Waste HHM,2020,November,11/01/2020,689.63,24.6,1846,7327,false,,,,,-0.883535449999954,688.74646455,City
748,EMSC and RM Library,2020,December,12/01/2020,12468.58,371.2,28909,146264,true,21199,18536,77620,117355,-268.732079900001,12199.8479201,Tesla
749,Fire Stn 212 PD,2020,December,12/01/2020,2077.15,60,15056,23691,false,,,,,-78.8091182999999,1998.3408817,Tesla
750,Fire Stn 219,2020,December,12/01/2020,694.15,22.9,0,7532,false,,,,,-1.58623699999998,692.563763,City
751,Fire Stn 220,2020,December,12/01/2020,898.3,25.7,1728,12335,false,,,,,88.2822376749999,986.582237675,City
752,PD Fiesta Substn,2020,December,12/01/2020,1937.03,62.5,27893,29162,false,,,,,377.881336275,2314.911336275,Tesla
753,RM Multigen,2020,December,12/01/2020,4408.2,133,16592,51619,false,,,,,-59.9588689500006,4348.24113105,Tesla
754,RM PD,2020,December,12/01/2020,1821.09,49,11827,21964,false,,,,,-47.07961095,1774.01038905,Tesla
755,Solfocus,2020,December,12/01/2020,2612.52,262.2,0,16762,false,,,,,-6.01364250000052,2606.5063575,City
756,Solid Waste HHM,2020,December,12/01/2020,624.4,24.3,1844,6487,false,,,,,3.57871235000005,627.97871235,City
757,EMSC and RM Library,2021,January,01/01/2021,13137.86,342,30816,156239,true,23729,20652,81042,125423,-772.106275200004,12365.7537248,Tesla
758,Fire Stn 212 PD,2021,January,01/01/2021,2574.6,61.3,18726,30279,false,,,,,-215.893621625,2358.706378375,Tesla
759,Fire Stn 219,2021,January,01/01/2021,667.87,24.4,0,7025,false,,,,,-1.54326215000003,666.32673785,City
760,Fire Stn 220,2021,January,01/01/2021,869.9,24.5,1598,11250,false,,,,,45.321047375,915.221047375,City
761,PD Fiesta Substn,2021,January,01/01/2021,1877.89,64.8,26239,27754,false,,,,,391.4095955,2269.2995955,Tesla
762,RM Multigen,2021,January,01/01/2021,4771.52,139.4,20332,55929,false,,,,,-119.90990935,4651.61009065,Tesla
763,RM PD,2021,January,01/01/2021,2034.77,53.2,13385,24726,false,,,,,-65.1481599999997,1969.62184,Tesla
764,Solfocus,2021,January,01/01/2021,2279.1,263.8,0,12354,false,,,,,-5.25366050000002,2273.8463395,City
765,Solid Waste HHM,2021,January,01/01/2021,486.96,25,1871,4580,false,,,,,9.71343499999995,496.673435,City
766,EMSC and RM Library,2021,February,02/01/2021,11744.7,340,39445,135909,true,19602,16513,60349,96464,-466.494376700002,11278.2056233,Tesla
767,Fire Stn 212 PD,2021,February,02/01/2021,2123.47,70.1,17331,23788,false,,,,,2.18252299999995,2125.652523,Tesla
768,Fire Stn 219,2021,February,02/01/2021,684.4,26.3,0,7092,false,,,,,-1.57456739999998,682.8254326,City
769,Fire Stn 220,2021,February,02/01/2021,868.76,26.3,1841,10531,false,,,,,30.7897995249999,899.549799525,City
770,PD Fiesta Substn,2021,February,02/01/2021,2231.05,60.4,35357,25640,false,,,,,-125.9105534,2105.1394466,Tesla
771,RM Multigen,2021,February,02/01/2021,4363.99,133.2,26521,50572,false,,,,,-68.0663548000011,4295.9236452,Tesla
772,RM PD,2021,February,02/01/2021,3979.93,54.9,12542,23250,false,,,,,-2066.785949025,1913.144050975,Tesla
773,Solfocus,2021,February,02/01/2021,3009.85,265.6,0,21676,false,,,,,-6.95681500000046,3002.893185,City
774,Solid Waste HHM,2021,February,02/01/2021,345.49,18.4,2392,3782,false,,,,,56.1588625,401.6488625,City
775,EMSC and RM Library,2021,March,03/01/2021,11883.64,384.3,47398,135565,true,16840,15517,55810,88167,-83.7094951750005,11799.930504825,Tesla
776,Fire Stn 212 PD,2021,March,03/01/2021,2136.55,57.2,25301,24029,false,,,,,-154.6459004,1981.9040996,Tesla
777,Fire Stn 219,2021,March,03/01/2021,738.71,28.6,0,7661,false,,,,,-1.69911315000013,737.01088685,City
778,Fire Stn 220,2021,March,03/01/2021,952.39,26.1,2591,12493,false,,,,,47.3283083750001,999.718308375,City
779,PD Fiesta Substn,2021,March,03/01/2021,2448.51,64.4,39008,25381,false,,,,,-308.1825582,2140.3274418,Tesla
780,RM Multigen,2021,March,03/01/2021,4228.91,128.6,32007,49744,false,,,,,-32.3302260500004,4196.57977395,Tesla
781,RM PD,2021,March,03/01/2021,2000.59,45.8,19883,25580,false,,,,,-76.4627205499996,1924.12727945,Tesla
782,Solfocus,2021,March,03/01/2021,3027.48,266.9,451,23128,false,,,,,93.9937379999997,3121.473738,City
783,Solid Waste HHM,2021,March,03/01/2021,381.72,22.7,2853,3463,false,,,,,17.32647825,399.04647825,City
784,EMSC and RM Library,2021,April,04/01/2021,13865.84,341.8,61445,166848,true,18024,19863,67516,105403,-947.712524950004,12918.12747505,Tesla
785,Fire Stn 212 PD,2021,April,04/01/2021,2394.98,63.6,28427,25882,false,,,,,-238.1987042,2156.7812958,Tesla
786,Fire Stn 219,2021,April,04/01/2021,764.8,26.4,0,8227,false,,,,,-1.76224524999998,763.03775475,City
787,Fire Stn 220,2021,April,04/01/2021,1059.82,28.8,2489,13387,false,,,,,19.5456911000001,1079.3656911,City
788,PD Fiesta Substn,2021,April,04/01/2021,2983.54,77.1,47730,36218,false,,,,,-121.752281375001,2861.787718625,Tesla
789,RM Multigen,2021,April,04/01/2021,5137.39,138.6,41710,61976,false,,,,,-179.291330150001,4958.09866985,Tesla
790,RM PD,2021,April,04/01/2021,2012.18,55.3,24365,25782,false,,,,,38.2513004750001,2050.431300475,Tesla
791,Solfocus,2021,April,04/01/2021,2124.15,260.9,1328,14387,false,,,,,292.46874725,2416.61874725,City
792,Solid Waste HHM,2021,April,04/01/2021,568.47,19.1,3046,4763,false,,,,,-93.6815522500001,474.78844775,City
793,EMSC and RM Library,2021,May,05/01/2021,17912.41,361.3,70835,194849,true,20594,31832,71588,124014,-256.085054100004,17656.3249459,Tesla
794,Fire Stn 212 PD,2021,May,05/01/2021,2700.46,65.8,34743,30490,false,,,,,238.755862399999,2939.2158624,Tesla
795,Fire Stn 219,2021,May,05/01/2021,1317.16,38.9,30,11557,false,,,,,-0.535957899999858,1316.6240421,City
796,Fire Stn 220,2021,May,05/01/2021,1459.82,32.2,2861,15853,false,,,,,51.1287256000001,1510.9487256,City
797,PD Fiesta Substn,2021,May,05/01/2021,1564.85,89.2,51420,41688,false,,,,,2429.8246266,3994.6746266,Tesla
798,RM Multigen,2021,May,05/01/2021,6436.58,144.1,48530,71538,false,,,,,250.846926300001,6687.4269263,Tesla
799,RM PD,2021,May,05/01/2021,2178.42,60.2,25040,26882,false,,,,,452.047741599999,2630.4677416,Tesla
800,Solfocus,2021,May,05/01/2021,2461.3,261.9,2217,15844,false,,,,,542.4785467,3003.7785467,City
801,Solid Waste HHM,2021,May,05/01/2021,797.84,23.6,3509,6933,false,,,,,3.61741740000002,801.4574174,City
802,EMSC and RM Library,2021,June,06/01/2021,20932.42,505.4,54623,213977,true,26739,39634,92981,159354,208.394917200003,21140.8149172,Tesla
803,Fire Stn 212 PD,2021,June,06/01/2021,2778.31,68,33072,31669,false,,,,,267.772931,3046.082931,Tesla
804,Fire Stn 219,2021,June,06/01/2021,1614.22,42.1,926,15782,false,,,,,52.3092723,1666.5292723,City
805,Fire Stn 220,2021,June,06/01/2021,1823.94,43.4,2721,19607,false,,,,,95.0262711999999,1918.9662712,City
806,PD Fiesta Substn,2021,June,06/01/2021,4282.57,119.1,7926,51395,false,,,,,782.315457300001,5064.8854573,Tesla
807,RM Multigen,2021,June,06/01/2021,7423.33,197.5,39812,76163,false,,,,,406.311196500001,7829.6411965,Tesla
808,RM PD,2021,June,06/01/2021,2889.25,61.8,26802,34455,false,,,,,225.2834704,3114.5334704,Tesla
809,Solfocus,2021,June,06/01/2021,1395.12,260.2,1884,4541,false,,,,,462.60104605,1857.72104605,City
810,Solid Waste HHM,2021,June,06/01/2021,1344.88,31.1,3023,10213,false,,,,,-205.9251661,1138.9548339,City
811,EMSC and RM Library,2021,July,07/01/2021,27592.71,516.6,54174,272169,true,36341,53892,127762,217995,1792.08901435001,29384.79901435,Tesla
812,Fire Stn 212 PD,2021,July,07/01/2021,3582.64,86.3,29573,41715,false,,,,,1079.1165259,4661.7565259,Tesla
813,Fire Stn 219,2021,July,07/01/2021,2134.21,46.6,765,17598,false,,,,,43.2760529000007,2177.4860529,City
814,Fire Stn 220,2021,July,07/01/2021,2314.46,46.8,2151,20621,false,,,,,82.14270085,2396.60270085,City
815,PD Fiesta Substn,2021,July,07/01/2021,6513.37,119.9,8128,60108,false,,,,,107.22530005,6620.59530005,Tesla
816,RM Multigen,2021,July,07/01/2021,10938.95,204.2,44990,103176,false,,,,,377.011534799998,11315.9615348,Tesla
817,RM PD,2021,July,07/01/2021,3805.62,75.1,21909,37446,false,,,,,335.77388475,4141.39388475,Tesla
818,Solfocus,2021,July,07/01/2021,2103.51,245.6,963,3549,false,,,,,210.6763748,2314.1863748,City
819,Solid Waste HHM,2021,July,07/01/2021,1684.46,27.1,3326,14068,false,,,,,-135.07562035,1549.38437965,City
820,EMSC and RM Library,2021,August,08/01/2021,23898.9,461.2,49068,232006,true,30922,44783,107233,182938,1555.7433118,25454.6433118,Tesla
821,Fire Stn 212 PD,2021,August,08/01/2021,5348.32,94.6,30142,51752,false,,,,,188.480099200001,5536.8000992,Tesla
822,Fire Stn 219,2021,August,08/01/2021,2250.59,45.5,882,19646,false,,,,,51.4713279499997,2302.06132795,City
823,Fire Stn 220,2021,August,08/01/2021,2421.2,43.1,2462,23601,false,,,,,116.107896,2537.307896,City
824,PD Fiesta Substn,2021,August,08/01/2021,5294.68,117.4,22403,50920,false,,,,,623.3831682,5918.0631682,Tesla
825,RM Multigen,2021,August,08/01/2021,10015.11,204.7,44706,93467,false,,,,,619.182885499999,10634.2928855,Tesla
826,RM PD,2021,August,08/01/2021,3704.02,69.9,19545,36279,false,,,,,253.811521500001,3957.8315215,Tesla
827,Solfocus,2021,August,08/01/2021,2789.27,259.1,4252,16060,false,,,,,1067.5412545,3856.8112545,City
828,Solid Waste HHM,2021,August,08/01/2021,1084.71,26,2851,10437,false,,,,,184.87674365,1269.58674365,City
829,EMSC and RM Library,2021,September,09/01/2021,22583.53,438.3,49050,244795,true,33017,45441,117287,195745,-661.587705099999,21921.9422949,Tesla
830,Fire Stn 212 PD,2021,September,09/01/2021,4209.72,90.6,28932,44899,false,,,,,1.85462879999977,4211.5746288,Tesla
831,Fire Stn 219,2021,September,09/01/2021,1700.65,424.4,863,17064,false,,,,,2289.7136477,3990.3636477,City
832,Fire Stn 220,2021,September,09/01/2021,1954.69,43.5,2403,21598,false,,,,,86.3626145000001,2041.0526145,City
833,PD Fiesta Substn,2021,September,09/01/2021,4789.66,115.6,655,47668,false,,,,,-6.80989419999969,4782.8501058,Tesla
834,RM Multigen,2021,September,09/01/2021,7955,189.4,38457,83134,false,,,,,165.634325200001,8120.6343252,Tesla
835,RM PD,2021,September,09/01/2021,3192.19,65.8,20777,35610,false,,,,,56.8268223999999,3249.0168224,Tesla
836,Solfocus,2021,September,09/01/2021,2358.86,262.1,2229,14847,false,,,,,545.68899235,2904.54899235,City
837,Solid Waste HHM,2021,September,09/01/2021,984.56,25.9,2441,8876,false,,,,,-1.02774369999986,983.5322563,City
838,EMSC and RM Library,2021,October,10/01/2021,18220.25,386.6,42689,190295,true,29227,36598,81781,147606,-430.904915199997,17789.3450848,Tesla
839,Fire Stn 212 PD,2021,October,10/01/2021,3273.68,75,24246,35126,false,,,,,94.6231579999999,3368.303158,Tesla
840,Fire Stn 219,2021,October,10/01/2021,1096.14,28.9,800,10691,false,,,,,49.1742247,1145.3142247,City
841,Fire Stn 220,2021,October,10/01/2021,1564.67,36.5,2140,16901,false,,,,,79.1324675000001,1643.8024675,City
842,PD Fiesta Substn,2021,October,10/01/2021,2549.16,85.8,38333,38185,false,,,,,1178.6479824,3727.8079824,Tesla
843,RM Multigen,2021,October,10/01/2021,6520.38,157.2,36714,68983,false,,,,,224.002890599999,6744.3828906,Tesla
844,RM PD,2021,October,10/01/2021,2782.99,64.8,17143,30063,false,,,,,114.2397934,2897.2297934,Tesla
845,Solfocus,2021,October,10/01/2021,2223.02,261.9,2106,13208,false,,,,,515.5913129,2738.6113129,City
846,Solid Waste HHM,2021,October,10/01/2021,1733.24,24.2,2501,7698,false,,,,,-862.6413876,870.5986124,City
847,EMSC and RM Library,2021,November,11/01/2021,12327.67,319.3,30367,140580,true,16383,20082,73748,110213,-1057.380605925,11270.289394075,Tesla
848,Fire Stn 212 PD,2021,November,11/01/2021,2405.69,57.2,21456,28080,false,,,,,-211.9339942,2193.7560058,Tesla
849,Fire Stn 219,2021,November,11/01/2021,976.79,31.7,780,10826,false,,,,,1.41798449999999,978.2079845,City
850,Fire Stn 220,2021,November,11/01/2021,1275.97,32.9,1840,15768,false,,,,,-22.1360279249998,1253.833972075,City
851,PD Fiesta Substn,2021,November,11/01/2021,2055.78,71.9,27258,29890,false,,,,,411.724840724999,2467.504840725,Tesla
852,RM Multigen,2021,November,11/01/2021,4968.88,141.1,25803,56567,false,,,,,-263.193531575,4705.686468425,Tesla
853,RM PD,2021,November,11/01/2021,2199.28,50,15771,26702,false,,,,,-165.3070376,2033.9729624,Tesla
854,Solfocus,2021,November,11/01/2021,2609.02,260.9,1941,21162,false,,,,,331.0064535,2940.0264535,City
855,Solid Waste HHM,2021,November,11/01/2021,663.39,23.7,1718,6570,false,,,,,-33.3173866999999,630.0726133,City
856,EMSC and RM Library,2021,December,12/01/2021,13514.29,362.2,24619,151451,true,22413,22629,81790,126832,-1152.83029025,12361.45970975,Tesla
857,Fire Stn 212 PD,2021,December,12/01/2021,2353.32,54.6,15959,27013,false,,,,,-247.04030175,2106.27969825,Tesla
858,Fire Stn 219,2021,December,12/01/2021,971.29,33.6,637,10453,false,,,,,-7.43807875000005,963.85192125,City
859,Fire Stn 220,2021,December,12/01/2021,1103.61,28.4,1466,14595,false,,,,,34.0562296000001,1137.6662296,City
860,PD Fiesta Substn,2021,December,12/01/2021,1964.28,65.4,23629,27774,false,,,,,313.37542615,2277.65542615,Tesla
861,RM Multigen,2021,December,12/01/2021,4688.43,133.8,20962,53799,false,,,,,-216.436610749999,4471.99338925,Tesla
862,RM PD,2021,December,12/01/2021,1929.64,47.7,10652,22682,false,,,,,-133.919070425,1795.720929575,Tesla
863,Solfocus,2021,December,12/01/2021,1699.83,259.6,1563,9171,false,,,,,307.417551250001,2007.24755125,City
864,Solid Waste HHM,2021,December,12/01/2021,1287.15,22.5,1603,6212,false,,,,,-689.6347966,597.5152034,City
865,EMSC and RM Library,2022,January,01/01/2022,13137.86,330.8,30815,156239,true,22413,22629,81790,126832,-908.557866000005,12229.302134,Tesla
866,Fire Stn 212 PD,2022,January,01/01/2022,2483.96,60.7,18465,25724,false,,,,,-370.772719275,2113.187280725,Tesla
867,Fire Stn 219,2022,January,01/01/2022,894.3,31.6,633,9593,false,,,,,-3.17653374999998,891.12346625,City
868,Fire Stn 220,2022,January,01/01/2022,1017.03,30.5,1555,12641,false,,,,,44.0341280750001,1061.064128075,City
869,PD Fiesta Substn,2022,January,01/01/2022,1894.99,69.4,28330,27543,false,,,,,419.317714949999,2314.30771495,Tesla
870,RM Multigen,2022,January,01/01/2022,4232.96,115.4,15034,48474,false,,,,,-263.61434635,3969.34565365,Tesla
871,RM PD,2022,January,01/01/2022,2158.3,50.3,14886,26024,false,,,,,-156.128907875,2002.171092125,Tesla
872,Solfocus,2022,January,01/01/2022,1645.23,262,1910,9331,false,,,,,386.20346325,2031.43346325,City
873,Solid Waste HHM,2022,January,01/01/2022,1196.72,21,2196,5750,false,,,,,-640.9183635,555.8016365,City
874,EMSC and RM Library,2022,February,02/01/2022,12936.33,372.8,37222,143030,true,22997,20500,80657,124154,-886.114906300001,12050.2150937,Tesla
875,Fire Stn 212 PD,2022,February,02/01/2022,2308.74,70.9,18465,25724,false,,,,,-71.2843062249999,2237.455693775,Tesla
876,Fire Stn 219,2022,February,02/01/2022,678.01,30.4,740,9593,false,,,,,205.66060945,883.67060945,City
877,Fire Stn 220,2022,February,02/01/2022,827.6,27.7,1975,10731,false,,,,,99.4654883750001,927.065488375,City
878,PD Fiesta Substn,2022,February,02/01/2022,2166.39,66,33652,27154,false,,,,,86.1516888000001,2252.5416888,Tesla
879,RM Multigen,2022,February,02/01/2022,4038.91,124,30171,47628,false,,,,,-9.03160290000005,4029.8783971,Tesla
880,RM PD,2022,February,02/01/2022,3850.29,49.5,14956,20285,false,,,,,-2157.993341875,1692.296658125,Tesla
881,Solfocus,2022,February,02/01/2022,2057.23,260.9,2148,12898,false,,,,,244.3549355,2301.5849355,City
882,Solid Waste HHM,2022,February,02/01/2022,1036.98,23.1,2314,4194,false,,,,,-579.4887365,457.4912635,City
883,EMSC and RM Library,2022,March,03/01/2022,13298.91,349.4,52196,150616,true,20205,18913,66689,105807,-1137.06229245,12161.84770755,Tesla
884,Fire Stn 212 PD,2022,March,03/01/2022,2472.36,60.3,29718,28537,false,,,,,-216.936779775,2255.423220225,Tesla
885,Fire Stn 219,2022,March,03/01/2022,678.01,25.4,899,6930,false,,,,,-12.1343708999998,665.8756291,City
886,Fire Stn 220,2022,March,03/01/2022,803.69,27.3,2264,10804,false,,,,,122.319839875,926.009839875,City
887,PD Fiesta Substn,2022,March,03/01/2022,2612.29,73.1,41239,30658,false,,,,,-90.0018643750004,2522.288135625,Tesla
888,RM Multigen,2022,March,03/01/2022,4571.53,120.1,41048,56548,false,,,,,-122.683892125,4448.846107875,Tesla
889,RM PD,2022,March,03/01/2022,1930.07,50.2,24943,25129,false,,,,,24.0776753500002,1954.14767535,Tesla
890,Solfocus,2022,March,03/01/2022,1704.31,262.2,2344,11242,false,,,,,475.7446175,2180.0546175,City
891,Solid Waste HHM,2022,March,03/01/2022,892.25,18.8,2899,4126,false,,,,,-463.9940411,428.2559589,City
892,EMSC and RM Library,2022,April,04/01/2022,15192.12,381.4,62072,174110,true,19185,23632,69221,112038,-1411.76368165001,13780.35631835,Tesla
893,Fire Stn 212 PD,2022,April,04/01/2022,3259.3,85.1,31472,36987,false,,,,,-259.831081575001,2999.468918425,Tesla
894,Fire Stn 219,2022,April,04/01/2022,842.53,26.2,1064,9783,false,,,,,16.6839241500002,859.21392415,City
895,Fire Stn 220,2022,April,04/01/2022,938.37,28.2,3008,13589,false,,,,,144.24961685,1082.61961685,City
896,PD Fiesta Substn,2022,April,04/01/2022,1975.38,98.4,16396,41313,false,,,,,1412.3585437,3387.7385437,Tesla
897,RM Multigen,2022,April,04/01/2022,5052.65,127.6,49437,63733,false,,,,,-136.681861999999,4915.968138,Tesla
898,RM PD,2022,April,04/01/2022,2348.23,53.9,30952,29132,false,,,,,-139.662878375,2208.567121625,Tesla
899,Solfocus,2022,April,04/01/2022,2268.06,262.7,2871,19509,false,,,,,553.13144275,2821.19144275,City
900,Solid Waste HHM,2022,April,04/01/2022,1017.19,18.1,3431,4962,false,,,,,-534.6575007,482.5324993,City
901,EMSC and RM Library,2022,May,05/01/2022,19138.95,361,69871,202680,true,21900,32079,78831,132810,-1013.631652,18125.318348,Tesla
902,Fire Stn 212 PD,2022,May,05/01/2022,3725.72,85.9,32036,40940,false,,,,,170.4024377,3896.1224377,Tesla
903,Fire Stn 219,2022,May,05/01/2022,1188.78,30.8,1040,11455,false,,,,,33.4457273999999,1222.2257274,City
904,Fire Stn 220,2022,May,05/01/2022,1174,30,2895,13949,false,,,,,186.213357,1360.213357,City
905,PD Fiesta Substn,2022,May,05/01/2022,4946.39,111.7,0,48701,false,,,,,-164.016826900001,4782.3731731,Tesla
906,RM Multigen,2022,May,05/01/2022,6189.36,137.5,58413,74077,false,,,,,545.112328499999,6734.4723285,Tesla
907,RM PD,2022,May,05/01/2022,2348.53,64.1,30134,31871,false,,,,,646.7938503,2995.3238503,Tesla
908,Solfocus,2022,May,05/01/2022,1925.11,257.8,3396,13331,false,,,,,804.07859655,2729.18859655,City
909,Solid Waste HHM,2022,May,05/01/2022,773.31,27.5,3497,6077,false,,,,,-11.1358888999999,762.1741111,City
910,EMSC and RM Library,2022,June,06/01/2022,21555.38,488,61438,155952,true,27801,38876,89275,155952,-4390.4001114,17164.9798886,Tesla
911,Fire Stn 212 PD,2022,June,06/01/2022,5556.49,102.3,34320,53382,false,,,,,-642.6809171,4913.8090829,Tesla
912,Fire Stn 219,2022,June,06/01/2022,1516.86,36.1,908,15029,false,,,,,7.21183029999997,1524.0718303,City
913,Fire Stn 220,2022,June,06/01/2022,1522.77,37.8,2555,17188,false,,,,,159.3921624,1682.1621624,City
